State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Measure Description",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"25th Percentile","75th Percentile",Notes,Source,Location
Oklahoma,"Primary Care Access and Preventive Care","Adult Core Set","Adult Body Mass Index Assessment",ABA-AD,"Percentage with a BMI Percentile Documented: 18-64",2015,"Medicaid & Dual Eligibles",Administrative,10.6,29,76.6,9.7,82.8,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(35.5376, -96.9247)"
"Rhode Island","Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia",SAA-AD,"Percentage with Schizophrenia who Remained on Antipsychotic Medication: 19-64",2015,"Medicaid & CHIP",Administrative,68.0,25,62.4,58.1,68.7,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(41.6772, -71.5101)"
Indiana,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Medications",2015,"Medicaid & Dual Eligibles","NAM CAHPS",47.8,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(39.8647, -86.2604)"
Montana,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Advised to Quit",2015,"Medicaid & Dual Eligibles","NAM CAHPS",72.3,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(46.9048, -110.3261)"
"New Jersey","Maternal and Perinatal Health","Adult Core Set","Postpartum Care Rate",PPC-AD,"Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery",2015,"Medicaid & CHIP",Hybrid,57.6,34,57.8,49.5,63.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(40.314, -74.5089)"
Tennessee,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening",BCS-AD,"Percentage of Women Receiving Mammogram: 50-64",2015,Medicaid,Administrative,54.1,33,51.5,45.2,56.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(35.7449, -86.7489)"
Florida,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Advised to Quit",2015,"Medicaid & Dual Eligibles","NAM CAHPS",71.6,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(27.8333, -81.717)"
Texas,"Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia",SAA-AD,"Percentage with Schizophrenia who Remained on Antipsychotic Medication: 19-64",2015,Medicaid,Administrative,58.0,25,62.4,58.1,68.7,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(31.106, -97.6475)"
Ohio,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64",2015,"Medicaid & CHIP",Administrative,72.3,30,57.3,45.6,69.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(40.3736, -82.7755)"
Georgia,"Primary Care Access and Preventive Care","Adult Core Set","Adult Body Mass Index Assessment",ABA-AD,"Percentage with a BMI Percentile Documented: 18-64",2015,"Medicaid & CHIP",Hybrid,53.2,29,76.6,9.7,82.8,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(32.9866, -83.6487)"
Iowa,"Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia",SAA-AD,"Percentage with Schizophrenia who Remained on Antipsychotic Medication: 19-64",2015,Medicaid,Administrative,70.1,25,62.4,58.1,68.7,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(42.0046, -93.214)"
Georgia,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment",IET-AD,"Percentage with Alcohol or Drug Dependence who Initiated Treatment: 18-64",2015,"Medicaid & CHIP",Administrative,35.1,26,37.1,32.2,42.4,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(32.9866, -83.6487)"
Connecticut,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening",BCS-AD,"Percentage of Women Receiving Mammogram: 50-64",2015,Medicaid,Administrative,61.8,33,51.5,45.2,56.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(41.5834, -72.7622)"
Nevada,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Advised to Quit",2015,"Medicaid & Dual Eligibles","NAM CAHPS",65.6,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(38.4199, -117.1219)"
"South Carolina","Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening",BCS-AD,"Percentage of Women Receiving Mammogram: 50-64",2015,Medicaid,Administrative,29.8,33,51.5,45.2,56.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(33.8191, -80.9066)"
Minnesota,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment",IET-AD,"Percentage with Alcohol or Drug Dependence who Initiated Treatment: 18-64",2015,"Medicaid & Dual Eligibles",Administrative,38.3,26,37.1,32.2,42.4,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(45.7326, -93.9196)"
Mississippi,"Maternal and Perinatal Health","Adult Core Set","Postpartum Care Rate",PPC-AD,"Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery",2015,Medicaid,Hybrid,61.4,34,57.8,49.5,63.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(32.7673, -89.6812)"
Colorado,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening",CCS-AD,"Percentage Screened for Cervical Cancer: 21-64",2015,"Medicaid & Dual Eligibles",Hybrid,56.6,36,56.0,45.2,62.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(39.0646, -105.3272)"
Louisiana,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications",MPM-AD,"Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64",2015,"Medicaid & CHIP",Administrative,87.2,32,85.6,82.8,88.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(31.1801, -91.8749)"
"New York","Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing",HA1C-AD,"Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64",2015,Medicaid,Administrative,82.3,37,81.9,77.6,85.2,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(42.1497, -74.9384)"
Georgia,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",33.1,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(32.9866, -83.6487)"
Tennessee,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 6 Months: 18-64",2015,Medicaid,Administrative,31.4,29,33.7,29.4,37.2,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(35.7449, -86.7489)"
Connecticut,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",42.9,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(41.5834, -72.7622)"
Maryland,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment",IET-AD,"Percentage with Alcohol or Drug Dependence who Initiated Treatment: 18-64",2015,"Medicaid & CHIP",Administrative,42.5,26,37.1,32.2,42.4,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(39.0724, -76.7902)"
Delaware,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications",MPM-AD,"Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64",2015,"Medicaid & Dual Eligibles",Administrative,84.2,32,85.6,82.8,88.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(39.3498, -75.5148)"
Arkansas,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening",BCS-AD,"Percentage of Women Receiving Mammogram: 50-64",2015,"Medicaid & Dual Eligibles",Administrative,35.8,33,51.5,45.2,56.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(34.9513, -92.3809)"
Arizona,"Maternal and Perinatal Health","Adult Core Set","Postpartum Care Rate",PPC-AD,"Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery",2015,Medicaid,Administrative,22.8,34,57.8,49.5,63.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(33.7712, -111.3877)"
Hawaii,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Advised to Quit",2015,"Medicaid & Dual Eligibles","NAM CAHPS",71.0,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(21.1098, -157.5311)"
"New Jersey","Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",37.1,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(40.314, -74.5089)"
Oregon,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",43.5,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(44.5672, -122.1269)"
Minnesota,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening",CCS-AD,"Percentage Screened for Cervical Cancer: 21-64",2015,"Medicaid & Dual Eligibles",Administrative,57.4,36,56.0,45.2,62.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(45.7326, -93.9196)"
Massachusetts,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",47.5,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(42.2373, -71.5314)"
Pennsylvania,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Medications",2015,"Medicaid & Dual Eligibles","NAM CAHPS",49.8,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(40.5773, -77.264)"
Montana,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening",CCS-AD,"Percentage Screened for Cervical Cancer: 21-64",2015,"Medicaid & Dual Eligibles",Administrative,40.2,36,56.0,45.2,62.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(46.9048, -110.3261)"
Massachusetts,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening",BCS-AD,"Percentage of Women Receiving Mammogram: 50-64",2015,Medicaid,Administrative,72.3,33,51.5,45.2,56.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(42.2373, -71.5314)"
"North Carolina","Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia",SAA-AD,"Percentage with Schizophrenia who Remained on Antipsychotic Medication: 19-64",2015,Medicaid,Administrative,61.6,25,62.4,58.1,68.7,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(35.6411, -79.8431)"
Iowa,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment",IET-AD,"Percentage with Alcohol or Drug Dependence who Initiated Treatment: 18-64",2015,Medicaid,Administrative,43.6,26,37.1,32.2,42.4,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(42.0046, -93.214)"
Ohio,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Medications",2015,"Medicaid & Dual Eligibles","NAM CAHPS",40.4,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(40.3736, -82.7755)"
California,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 6 Months: 18-64",2015,Medicaid,Administrative,39.2,29,33.7,29.4,37.2,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(36.17, -119.7462)"
California,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64",2015,Medicaid,Administrative,56.1,30,37.7,30.9,56.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(36.17, -119.7462)"
"New Mexico","Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 6 Months: 18-64",2015,Medicaid,Administrative,21.7,29,33.7,29.4,37.2,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(34.8375, -106.2371)"
Tennessee,"Maternal and Perinatal Health","Adult Core Set","Postpartum Care Rate",PPC-AD,"Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery",2015,Medicaid,Hybrid,58.7,34,57.8,49.5,63.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(35.7449, -86.7489)"
Delaware,"Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia",SAA-AD,"Percentage with Schizophrenia who Remained on Antipsychotic Medication: 19-64",2015,"Medicaid & Dual Eligibles",Administrative,51.3,25,62.4,58.1,68.7,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(39.3498, -75.5148)"
Texas,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Advised to Quit",2015,"Medicaid & Dual Eligibles","NAM CAHPS",64.8,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(31.106, -97.6475)"
Alabama,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64",2015,Medicaid,Administrative,37.3,29,48.6,44.1,51.9,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(32.799, -86.8073)"
Missouri,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",37.0,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(38.4623, -92.302)"
