State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Rate Definition",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"Bottom Quartile","Top Quartile",Notes,"State Specific Comments",Source,"Rate Used in Calculating State Mean and Median"
Arizona,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older",MPM-AD,"Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64",2018,"Medicaid & Dual Eligibles",Administrative,87.6,36,87.3,85.3,89.2,,"Rate includes managed care population (6 MCOs), representing 78 percent of the population. Rate excludes FFS population, seriously mentally ill population, and state long-term care elderly, physically, or developmentally disabled population, representing 22 percent of the population. State conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arizona,"Care of Acute and Chronic Conditions","Adult Core Set","Plan All-Cause Readmissions: Ages 18-64",PCR-AD,"Ratio of Observed All-Cause Readmissions to Expected Readmissions: Ages 18-64",2018,Medicaid,Administrative,0.8853,25,0.8853,1.0318,0.7822,,"Rates include managed care population (6 MCOs), representing 78 percent of the population. Rates exclude FFS population, Medicare-Medicaid Dual Eligibles, seriously mentally ill population, and state long-term care elderly, physically, or developmentally disabled populations, representing 22 percent of the population. State conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arizona,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older",PQI01-AD,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Beneficiary Months: Ages 18-64",2018,"Medicaid & Dual Eligibles",Administrative,12.2,28,16.4,21.3,13.3,,"Rate includes managed care population (6 MCOs), representing 78 percent of the population. Rate excludes FFS population, seriously mentally ill population, and state long-term care elderly, physically, or developmentally disabled population, representing 22 percent of the population. State conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arizona,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older",PQI05-AD,"Inpatient Hospital Admissions for Chronic Obstructive Pulmonary Disease (COPD) or Asthma per 100,00 Beneficiary Months: Ages 40-64",2018,"Medicaid & Dual Eligibles",Administrative,37.0,25,94.5,112.5,56.7,,"Rate includes managed care population (6 MCOs), representing 78 percent of the population. Rate excludes FFS population, seriously mentally ill population, and state long-term care elderly, physically, or developmentally disabled population, representing 22 percent of the population. State conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arizona,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 08: Heart Failure Admission Rate: Age 18 and Older",PQI08-AD,"Inpatient Hospital Admissions for Heart Failure per 100,000 Beneficiary Months: Ages 18-64",2018,"Medicaid & Dual Eligibles",Administrative,15.9,25,24.8,34.6,19.1,,"Rate includes managed care population (6 MCOs), representing 78 percent of the population. Rate excludes FFS population, seriously mentally ill population, and state long-term care elderly, physically, or developmentally disabled population, representing 22 percent of the population. State conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arizona,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18-39",PQI15-AD,"Inpatient Hospital Admissions for Asthma per 100,000 Beneficiary Months: Ages 18-39",2018,"Medicaid & Dual Eligibles",Administrative,6.5,26,6.8,8.6,4,,"Rate includes managed care population (6 MCOs), representing 78 percent of the population. Rate excludes FFS population, seriously mentally ill population, and state long-term care elderly, physically, or developmentally disabled population, representing 22 percent of the population. State conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arizona,"Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21-44",CCP-AD,"Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 21-44",2018,Medicaid,Administrative,7.6,29,10.6,7.7,12.8,,"Rates include managed care population (6 MCOs), representing 78 percent of the population. Rates exclude FFS population, Medicare-Medicaid Dual Eligibles, seriously mentally ill population, and state long-term care elderly, physically, or developmentally disabled population, representing 22 percent of the population. State conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arkansas,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,31.7,43,38,30.5,51,,"Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arizona,"Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21-44",CCP-AD,"Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 21-44",2018,Medicaid,Administrative,33.4,29,39.4,32.2,45.7,,"Rates include managed care population (6 MCOs), representing 78 percent of the population. Rates exclude FFS population, Medicare-Medicaid Dual Eligibles, seriously mentally ill population, and state long-term care elderly, physically, or developmentally disabled population, representing 22 percent of the population. State conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arizona,"Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21-44",CCP-AD,"Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 21-44",2018,Medicaid,Administrative,0.2,29,0.8,0.4,1.9,,"Rates include managed care population (6 MCOs), representing 78 percent of the population. Rates exclude FFS population, Medicare-Medicaid Dual Eligibles, seriously mentally ill population, and state long-term care elderly, physically, or developmentally disabled population, representing 22 percent of the population. State conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arizona,"Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21-44",CCP-AD,"Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 21-44",2018,Medicaid,Administrative,9.0,29,12.9,8.5,15.3,,"Rates include managed care population (6 MCOs), representing 78 percent of the population. Rates exclude FFS population, Medicare-Medicaid Dual Eligibles, seriously mentally ill population, and state long-term care elderly, physically, or developmentally disabled population, representing 22 percent of the population. State conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arizona,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening: Ages 50-74",BCS-AD,"Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50-64",2018,"Medicaid & Dual Eligibles",Administrative,56.1,41,54.6,50.9,59.1,,"Rate includes managed care population (6 MCOs), representing 78 percent of the population. Rate excludes FFS population, seriously mentally ill population, and state long-term care elderly, physically, or developmentally disabled population, representing 22 percent of the population. State conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arizona,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21-64",CCS-AD,"Percentage of Women Screened for Cervical Cancer: Ages 21-64",2018,Medicaid,Administrative,50.5,40,56.1,50.2,61,,"Rate includes managed care population (6 MCOs), representing 78 percent of the population. Rate excludes FFS population, Medicare-Medicaid Dual Eligibles, seriously mentally ill population, and state long-term care elderly, physically, or developmentally disabled population, representing 22 percent of the population. State conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arizona,"Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women Ages 21-24",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24",2018,Medicaid,Administrative,52.3,38,60.8,55,67.2,,"Rate includes managed care population (6 MCOs), representing 78 percent of the population. Rate excludes FFS population, Medicare-Medicaid Dual Eligibles, seriously mentally ill population, and state long-term care elderly, physically, or developmentally disabled population, representing 22 percent of the population. State conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arkansas,"Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64",SAA-AD,"Percentage with Schizophrenia who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,57.2,33,57.7,54.4,64.9,,"Rate includes FFS and PCCM populations. Rate was audited by the state's data contractor.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arkansas,"Behavioral Health Care","Adult Core Set","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64",SSD-AD,"Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,76.9,32,80.1,76.9,82.4,,"Rate includes FFS and PCCM populations. Rate was audited by the state's data contractor.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arkansas,"Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Mental Illness with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,34.3,31,38.4,30.2,49.3,,"Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arkansas,"Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Mental Illness with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,48.8,31,54.5,45.3,59.3,,"Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arkansas,"Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,3.9,30,11.7,6.4,17.9,,"Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arkansas,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,53.3,42,58.6,51.1,67,,"Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arkansas,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older",MPM-AD,"Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,86.1,36,87.3,85.3,89.2,,"Rate includes FFS and PCCM populations. Rate was audited by the state's data contractor.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Arkansas,"Care of Acute and Chronic Conditions","Adult Core Set","Asthma Medication Ratio: Ages 19 to 64",AMR-AD,"Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19-50",2018,"Medicaid & CHIP & Dual Eligibles",Administrative,38.9,28,52.8,48.3,54.3,,"Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
