State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Rate Definition",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"Bottom Quartile","Top Quartile",Notes,"State Specific Comments",Source,Location
Oklahoma,"Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women Ages 21-24",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24 Years",2017,"Medicaid & CHIP & Dual Eligibles",Administrative,62.1,40,61.1,54.3,67.9,,"Rate includes FFS and PCCM populations. Rate excludes home- and community-based services waiver enrollees.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Oklahoma
(35.583449, -97.508297)"
"New Hampshire","Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18-64",2017,Medicaid,Administrative,56.7,33,50.4,45.5,52.6,,"Rates include managed care population (2 MCOs), representing 84 percent of the population. Rates exclude FFS population, representing 16 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","New Hampshire
(43.680429, -71.57139)"
Massachusetts,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2017,"Medicaid & CHIP & Dual Eligibles",Hybrid,65.9,39,60.1,54.1,65.9,,"Rate includes PCCM, integrated care model, and managed care populations (6 MCOs), representing 64 percent of the population. Rate excludes FFS population, representing 36 percent of the population. Denominator is the sample size; measure-eligible population is 21,123. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Massachusetts
(42.151077, -71.481104)"
"New York","Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older",MPM-AD,"Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64",2017,Medicaid,Administrative,88.8,36,86.8,85.0,89.0,,"Rate includes FFS and managed care populations (67 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. State conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","New York
(42.921241, -75.59655)"
Alabama,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75",HA1C-AD,"Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64",2017,Medicaid,Administrative,73.3,38,84.5,78.4,87.4,,"Rate includes FFS and PCCM populations. Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Alabama
(32.756889, -86.844516)"
Oklahoma,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2017,"Medicaid & CHIP & Dual Eligibles",Administrative,37.8,43,63.6,54.8,74.6,,"Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Oklahoma
(35.583449, -97.508297)"
Georgia,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18-64",2017,"Medicaid & CHIP",Administrative,37.6,34,34.9,29.4,37.6,,"Rates include FFS and managed care populations (4 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles and Planning for Healthy Babies (P4HB) demonstration members per CMS Special Terms and Conditions. Rates were validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Georgia
(32.638481, -83.426574)"
Connecticut,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21-64",CCS-AD,"Percentage of Women Screened for Cervical Cancer: Ages 21-64 Years",2017,"Medicaid & CHIP",Hybrid,66.2,40,55.0,48.4,60.1,,"Rate includes FFS population. Rate excludes Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 144,915. Rate was audited by a certified HEDIS auditor","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Connecticut
(41.575155, -72.738288)"
"North Carolina","Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women Ages 21-24",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24 Years",2017,Medicaid,Administrative,65.5,40,61.1,54.3,67.9,,"Rate includes FFS and PCCM populations. Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","North Carolina
(35.52603, -79.130883)"
Minnesota,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18-64",2017,"Medicaid & CHIP & Dual Eligibles",Administrative,51.0,33,50.4,45.5,52.6,,"Rates include FFS and managed care populations (8 MCOs). Rates include paid claims only. Rates were audited by a certified HEDIS auditor.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Minnesota
(46.349153, -94.198308)"
Georgia,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older",MPM-AD,"Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64",2017,"Medicaid & CHIP",Administrative,90.2,36,86.8,85.0,89.0,,"Rate includes FFS and managed care populations (4 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles and Planning for Healthy Babies (P4HB) demonstration members per CMS Special Terms and Conditions. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Georgia
(32.638481, -83.426574)"
Michigan,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75",HA1C-AD,"Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64",2017,Medicaid,Administrative,82.5,38,84.5,78.4,87.4,,"Rate includes FFS and managed care populations (11 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Data source is the state's Data Warehouse, which contains MMIS data and pharmacy data.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Michigan
(44.874798, -85.730977)"
"New Hampshire","Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64",2017,"Medicaid & Dual Eligibles",Administrative,59.4,42,41.9,33.5,59.4,,"Rates include managed care population (2 MCOs), representing 84 percent of the population. Rates exclude FFS population, representing 16 percent of the population, and Medicare-Medicaid Dual Eligibles. Rates may exclude data from the state-run acute psychiatric hospital. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","New Hampshire
(43.680429, -71.57139)"
Connecticut,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2017,"Medicaid & CHIP",Hybrid,70.9,39,60.1,54.1,65.9,,"Rate includes FFS population. Rate excludes Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 11,251. Rate was audited by a certified HEDIS auditor.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Connecticut
(41.575155, -72.738288)"
Hawaii,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2017,"Medicaid & Dual Eligibles",Administrative,58.2,43,63.6,54.8,74.6,,"Rates include managed care population (5 MCOs) age 6 and older. Rates were validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Hawaii
(21.361013, -157.854309)"
Iowa,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18-64",2017,Medicaid,Administrative,19.6,34,34.9,29.4,37.6,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. Rates include paid claims only.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Iowa
(42.074659, -93.500061)"
"New York","Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2017,Medicaid,Administrative,60.1,43,63.6,54.8,74.6,,"Rates include FFS and managed care populations (60 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. State conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","New York
(42.921241, -75.59655)"
Pennsylvania,"Behavioral Health Care","Adult Core Set","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64",SSD-AD,"Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64",2017,Medicaid,Administrative,88.5,30,78.9,73.6,80.6,,"Rate includes managed care population (9 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Data were submitted by MCOs and compiled by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Pennsylvania
(40.896694, -77.838886)"
Michigan,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening: Ages 50-74",BCS-AD,"Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50-64 Years",2017,Medicaid,Administrative,61.3,39,54.7,48.4,60.9,,"Rate includes FFS and managed care populations (11 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Michigan
(44.874798, -85.730977)"
Mississippi,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2017,Medicaid,Hybrid,62.9,39,60.1,54.1,65.9,,"Rate includes managed care population (2 MCOs), representing 68 percent of the population. Rate excludes FFS population, representing 32 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 18,467.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Mississippi
(32.713378, -89.65344)"
"New Jersey","Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2017,"Medicaid & CHIP",Administrative,43.2,43,63.6,54.8,74.6,,"Rates include managed care population (5 MCOs) age 6 and older who receive services from the state's Division of Developmental Disabilities (DDD) or are in Managed Long Term Services and Supports (MLTSS). Rates exclude FFS population, representing 9 percent of the population, Medicare-Medicaid Dual Eligibles, and managed care enrollees who did not receive services from DDD or participate in MLTSS.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","New Jersey
(40.110253, -74.655514)"
"District of Columbia","Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women Ages 21-24",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24 Years",2017,"Medicaid & CHIP & Dual Eligibles",Administrative,78.6,40,61.1,54.3,67.9,,"Rate includes managed care population (4 MCOs), representing 69 percent of the population.  Rate excludes FFS population, representing 31 percent of the population. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","District of Columbia
(38.904785, -77.016275)"
California,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Drug Dependence who Initiated and Engaged in Treatment: Ages 18-64",2017,Medicaid,Administrative,19.3,31,14.5,10.3,17.8,,"Rates include FFS and managed care populations (26 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. Rates are provisional due to changes in the Medicaid program and data systems during this period.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","California
(37.211164, -119.662127)"
"New Mexico","Behavioral Health Care","Adult Core Set","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64",SSD-AD,"Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64",2017,Medicaid,Administrative,78.1,30,78.9,73.6,80.6,,"Rate includes managed care population (4 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","New Mexico
(34.421369, -106.108388)"
