"state","population","measure_abbreviation","state_rate","ffy"
"Pennsylvania","Medicaid","MPM-AD","87.4","2016"
"Mississippi","Medicaid","FUH-AD","26.4","2016"
"Hawaii","Medicaid","PPC-AD","51.1","2016"
"Iowa","Medicaid","CCS-AD","53.2","2016"
"Nevada","Medicaid","FUH-AD","54.6","2016"
"Alabama","Medicaid","PQI08-AD","64.8","2016"
"Iowa","Medicaid","FUH-AD","68.4","2016"
"West Virginia","Medicaid","CCS-AD","52","2016"
"Iowa","Medicaid","IET-AD","30.2","2016"
"North Carolina","Medicaid","PQI08-AD","55.2","2016"
"Connecticut","Medicaid","CCS-AD","66.1","2016"
"Nevada","Medicaid","PPC-AD","55.2","2016"
"Tennessee","Medicaid","SAA-AD","58.6","2016"
"West Virginia","Medicaid","CBP-AD","54.8","2016"
"New Mexico","Medicaid","HA1C-AD","84.1","2016"
"North Carolina","Medicaid","BCS-AD","27.9","2016"
"South Carolina","Medicaid","IET-AD","6.9","2016"
"South Carolina","Medicaid","FUH-AD","31.5","2016"
"Texas","Medicaid","SSD-AD","79","2016"
"North Carolina","Medicaid","PPC-AD","32.6","2016"
"Texas","Medicaid","FUH-AD","47.9","2016"
"Michigan","Medicaid","CCS-AD","61.7","2016"
"Mississippi","Medicaid","HA1C-AD","81.6","2016"
"Pennsylvania","Medicaid","HA1C-AD","86.3","2016"
"California","Medicaid","FUH-AD","54","2016"
"Texas","Medicaid","CCS-AD","52.8","2016"
"Pennsylvania","Medicaid","PQI01-AD","22.6","2016"
"Alabama","Medicaid","HA1C-AD","73","2016"
"New York","Medicaid","PQI01-AD","11.8","2016"
"Texas","Medicaid","IET-AD","36.1","2016"
"New Mexico","Medicaid","CHL-AD","54.7","2016"
"Pennsylvania","Medicaid","IET-AD","18.6","2016"
"Tennessee","Medicaid","AMM-AD","32.2","2016"
"Arkansas","Medicaid","SAA-AD","58.7","2016"
"Pennsylvania","Medicaid","SSD-AD","84.6","2016"
"Tennessee","Medicaid","PPC-AD","56","2016"
"Texas","Medicaid","HA1C-AD","85.4","2016"
"South Carolina","Medicaid","FUH-AD","54.1","2016"
"Alabama","Medicaid","SSD-AD","75","2016"
"New York","Medicaid","FUH-AD","55.8","2016"
"Texas","Medicaid","CHL-AD","59.8","2016"
"New Hampshire","Medicaid","CBP-AD","63.2","2016"
"California","Medicaid","BCS-AD","51","2016"
"Michigan","Medicaid","PQI08-AD","20.8","2016"
"Massachusetts","Medicaid","FUH-AD","65.3","2016"
"Mississippi","Medicaid","FUH-AD","45.8","2016"
"New Mexico","Medicaid","MPM-AD","83.3","2016"
"Massachusetts","Medicaid","SAA-AD","69.2","2016"
"Alabama","Medicaid","BCS-AD","42","2016"
"Tennessee","Medicaid","MPM-AD","90.3","2016"
"New Mexico","Medicaid","SSD-AD","77.9","2016"
"Mississippi","Medicaid","PPC-AD","58","2016"
"Michigan","Medicaid","BCS-AD","58.1","2016"
"Arkansas","Medicaid","FUH-AD","55.8","2016"
"New York","Medicaid","SAA-AD","60.9","2016"
"South Carolina","Medicaid","CHL-AD","57.6","2016"
"South Carolina","Medicaid","BCS-AD","23","2016"
"South Carolina","Medicaid","SAA-AD","60","2016"
"New Mexico","Medicaid","CCS-AD","49","2016"
"West Virginia","Medicaid","SSD-AD","75.9","2016"
"Pennsylvania","Medicaid","CCS-AD","62.8","2016"
"Tennessee","Medicaid","IET-AD","34.2","2016"
"Iowa","Medicaid","BCS-AD","48.5","2016"
"Michigan","Medicaid","PQI01-AD","21","2016"
"Alabama","Medicaid","CHL-AD","66.4","2016"
"Texas","Medicaid","PQI01-AD","26.4","2016"
"Iowa","Medicaid","FUH-AD","44.5","2016"
"New York","Medicaid","PQI08-AD","14.5","2016"
"Georgia","Medicaid","BCS-AD","38.3","2016"
"North Carolina","Medicaid","IET-AD","27.3","2016"
"Delaware","Medicaid","CHL-AD","66.4","2016"
"Massachusetts","Medicaid","FUH-AD","81.2","2016"
"New York","Medicaid","HA1C-AD","83.7","2016"
"Connecticut","Medicaid","SAA-AD","67.3","2016"
"Iowa","Medicaid","PQI08-AD","20.9","2016"
"New Hampshire","Medicaid","IET-AD","15.2","2016"
"Alabama","Medicaid","FUH-AD","80.2","2016"
"North Carolina","Medicaid","SAA-AD","62.6","2016"
"California","Medicaid","SAA-AD","69.2","2016"
"Massachusetts","Medicaid","BCS-AD","72.8","2016"
"California","Medicaid","CBP-AD","61.2","2016"
"South Carolina","Medicaid","PPC-AD","53.6","2016"
"Tennessee","Medicaid","IET-AD","9.6","2016"
"Tennessee","Medicaid","FUH-AD","56","2016"
"Michigan","Medicaid","MPM-AD","82.4","2016"
"Tennessee","Medicaid","CCS-AD","56","2016"
"Nevada","Medicaid","HA1C-AD","83.3","2016"
"Texas","Medicaid","AMM-AD","44.4","2016"
"New York","Medicaid","CHL-AD","68.9","2016"
"California","Medicaid","CCS-AD","47.8","2016"
"North Carolina","Medicaid","FUH-AD","25.4","2016"
"Tennessee","Medicaid","PQI01-AD","16.5","2016"
"North Carolina","Medicaid","PQI01-AD","43.3","2016"
"New York","Medicaid","MPM-AD","88.3","2016"
"Arkansas","Medicaid","SSD-AD","72.2","2016"
"Mississippi","Medicaid","CHL-AD","67","2016"
"Pennsylvania","Medicaid","CBP-AD","61","2016"
"Mississippi","Medicaid","CBP-AD","37.4","2016"
"Massachusetts","Medicaid","CCS-AD","70","2016"
"Tennessee","Medicaid","HA1C-AD","83","2016"
"South Carolina","Medicaid","MPM-AD","85.5","2016"
"Hawaii","Medicaid","CHL-AD","59.2","2016"
"New York","Medicaid","CCS-AD","63.7","2016"
"Iowa","Medicaid","PQI01-AD","39.9","2017"
"Iowa","Medicaid","PQI05-AD","87.2","2017"
"Colorado","Medicaid","MPM-AD","84.7","2017"
"New York","Medicaid","PQI05-AD","57.0","2017"
"Nevada","Medicaid","FUH-AD","84.6","2017"
"Florida","Medicaid","CBP-AD","54.8","2017"
"Delaware","Medicaid","PQI15-AD","13.0","2017"
"Mississippi","Medicaid","AMM-AD","23.7","2017"
"Michigan","Medicaid","CHL-AD","68.2","2017"
"North Carolina","Medicaid","HA1C-AD","63.2","2017"
"Florida","Medicaid","IET-AD","6.6","2017"
"Connecticut","Medicaid","PQI01-AD","15.1","2017"
"New Hampshire","Medicaid","ABA-AD","88.5","2017"
"Michigan","Medicaid","AMM-AD","27.4","2017"
"California","Medicaid","CHL-AD","64.0","2017"
"New Mexico","Medicaid","SAA-AD","54.7","2017"
"Massachusetts","Medicaid","SSD-AD","79.9","2017"
"Mississippi","Medicaid","MPM-AD","87.9","2017"
"New Mexico","Medicaid","BCS-AD","47.2","2017"
"New Hampshire","Medicaid","AMM-AD","56.7","2017"
"New York","Medicaid","MPM-AD","88.8","2017"
"Alabama","Medicaid","HA1C-AD","73.3","2017"
"North Carolina","Medicaid","CHL-AD","65.5","2017"
"Michigan","Medicaid","HA1C-AD","82.5","2017"
"Iowa","Medicaid","AMM-AD","19.6","2017"
"New York","Medicaid","FUH-AD","60.1","2017"
"Pennsylvania","Medicaid","SSD-AD","88.5","2017"
"Michigan","Medicaid","BCS-AD","61.3","2017"
"Mississippi","Medicaid","PPC-AD","62.9","2017"
"California","Medicaid","IET-AD","19.3","2017"
"New Mexico","Medicaid","SSD-AD","78.1","2017"
"Florida","Medicaid","BCS-AD","54.8","2017"
"Kansas","Medicaid","IET-AD","40.1","2017"
"New York","Medicaid","CHL-AD","69.5","2017"
"Alabama","Medicaid","PQI15-AD","13.0","2017"
"North Carolina","Medicaid","CCS-AD","43.5","2017"
"South Carolina","Medicaid","BCS-AD","28.2","2017"
"Alabama","Medicaid","FUH-AD","87.7","2017"
"Pennsylvania","Medicaid","HA1C-AD","87.5","2017"
"Connecticut","Medicaid","FUH-AD","41.4","2017"
"Alabama","Medicaid","SAA-AD","57.3","2017"
"New Hampshire","Medicaid","MPM-AD","86.9","2017"
"Iowa","Medicaid","IET-AD","29.4","2017"
"New Mexico","Medicaid","IET-AD","13.8","2017"
"Pennsylvania","Medicaid","AMM-AD","54.0","2017"
"Colorado","Medicaid","HPC-AD","93.8","2017"
"Iowa","Medicaid","ABA-AD","13.1","2017"
"Maryland","Medicaid","BCS-AD","66.6","2017"
"North Carolina","Medicaid","PQI15-AD","9.6","2017"
"California","Medicaid","AMM-AD","46.7","2017"
"Delaware","Medicaid","SAA-AD","53.4","2017"
"Delaware","Medicaid","CCS-AD","43.0","2017"
"California","Medicaid","SAA-AD","58.4","2017"
"Pennsylvania","Medicaid","IET-AD","25.6","2017"
"Florida","Medicaid","SSD-AD","80.6","2017"
"New Hampshire","Medicaid","PQI01-AD","19.7","2017"
"Pennsylvania","Medicaid","CBP-AD","63.2","2017"
"Michigan","Medicaid","AMM-AD","47.2","2017"
"New Hampshire","Medicaid","BCS-AD","61.2","2017"
"Mississippi","Medicaid","IET-AD","5.4","2017"
"New Mexico","Medicaid","CBP-AD","54.3","2017"
"Nevada","Medicaid","HPC-AD","44.1","2017"
"North Carolina","Medicaid","PQI01-AD","24.4","2017"
"New Mexico","Medicaid","IET-AD","38.5","2017"
"Florida","Medicaid","CCS-AD","56.1","2017"
"Alabama","Medicaid","BCS-AD","43.0","2017"
"Iowa","Medicaid","PQI08-AD","30.8","2017"
"Arizona","Medicaid","MPM-AD","86.7","2017"
"New Hampshire","Medicaid","IET-AD","16.0","2017"
"New Mexico","Medicaid","AMM-AD","50.4","2017"
"Pennsylvania","Medicaid","AMM-AD","39.7","2017"
"California","Medicaid","PQI15-AD","2.9","2017"
"New York","Medicaid","PQI08-AD","17.3","2017"
"Iowa","Medicaid","MPM-AD","86.7","2017"
"New York","Medicaid","CCS-AD","63.8","2017"
"North Carolina","Medicaid","FUH-AD","44.0","2017"
"Arizona","Medicaid","CCS-AD","50.6","2017"
"New Mexico","Medicaid","CCS-AD","53.6","2017"
"California","Medicaid","MPM-AD","86.6","2017"
"Connecticut","Medicaid","FUH-AD","60.8","2017"
"Florida","Medicaid","MPM-AD","91.8","2017"
"California","Medicaid","FUH-AD","56.2","2017"
"Mississippi","Medicaid","SSD-AD","66.4","2017"
"Hawaii","Medicaid","PPC-AD","54.7","2017"
"North Carolina","Medicaid","BCS-AD","31.5","2017"
"New Hampshire","Medicaid","AMM-AD","42.4","2017"
"Alabama","Medicaid","PQI08-AD","64.7","2017"
"Michigan","Medicaid","CCS-AD","50.1","2017"
"Mississippi","Medicaid","BCS-AD","54.7","2017"
"Delaware","Medicaid","BCS-AD","50.7","2017"
"Kansas","Medicaid","FUH-AD","78.7","2017"
"Florida","Medicaid","FUH-AD","43.0","2017"
"Iowa","Medicaid","FUH-AD","60.8","2017"
"New York","Medicaid","FUH-AD","43.8","2017"
"Michigan","Medicaid","PQI05-AD","96.8","2017"
"Nevada","Medicaid","HA1C-AD","82.1","2017"
"New Hampshire","Medicaid","CBP-AD","70.1","2017"
"Iowa","Medicaid","PPC-AD","36.5","2017"
"Pennsylvania","Medicaid","IET-AD","16.8","2017"
"Nevada","Medicaid","FUH-AD","79.5","2017"
"Iowa","Medicaid","BCS-AD","58.6","2017"
"New Hampshire","Medicaid","PQI05-AD","92.7","2017"
"Michigan","Medicaid","MPM-AD","85.9","2017"
"Pennsylvania","Medicaid","PQI01-AD","16.0","2017"
"Alabama","Medicaid","AMM-AD","45.5","2017"
"Mississippi","Medicaid","CBP-AD","98.1","2017"
"Iowa","Medicaid","AMM-AD","33.7","2017"
"Alabama","Medicaid","CCS-AD","40.0","2017"
"New Mexico","Medicaid","HA1C-AD","83.5","2017"
"North Carolina","Medicaid","FUH-AD","25.4","2017"
"Mississippi","Medicaid","IET-AD","35.5","2017"
"New Mexico","Medicaid","FUH-AD","63.8","2017"
"Florida","Medicaid","CHL-AD","68.7","2017"
"Alabama","Medicaid","ABA-AD","36.0","2017"
"New York","Medicaid","HA1C-AD","84.1","2017"
"Mississippi","Medicaid","FUH-AD","42.3","2017"
"Florida","Medicaid","AMM-AD","35.7","2017"
"Alabama","Medicaid","AMM-AD","29.7","2017"
"Kansas","Medicaid","PPC-AD","58.0","2017"
"New Hampshire","Medicaid","IET-AD","38.4","2017"
"Massachusetts","Medicaid","CHL-AD","72.5","2017"
"California","Medicaid","PQI01-AD","8.9","2017"
"Pennsylvania","Medicaid","FUH-AD","59.5","2017"
"New Mexico","Medicaid","CHL-AD","54.2","2017"
"New Hampshire","Medicaid","SSD-AD","79.9","2017"
"Alabama","Medicaid","PQI05-AD","215.9","2017"
"Iowa","Medicaid","PQI15-AD","12.0","2017"
"North Carolina","Medicaid","IET-AD","34.7","2017"
"Florida","Medicaid","HPC-AD","45.4","2017"
"New Mexico","Medicaid","AMM-AD","34.9","2017"
"New Hampshire","Medicaid","CCS-AD","60.7","2017"
"Iowa","Medicaid","FUH-AD","31.5","2017"
"New York","Medicaid","PQI15-AD","8.8","2017"
"Iowa","Medicaid","HA1C-AD","86.5","2017"
"Tennessee","Medicaid","PQI15-AD","3.3","2017"
"New Mexico","Medicaid","PPC-AD","57.8","2017"
"Kansas","Medicaid","FUH-AD","64.4","2017"
"Massachusetts","Medicaid","SAA-AD","67.3","2017"
"North Carolina","Medicaid","ABA-AD","22.1","2017"
"Nevada","Medicaid","PPC-AD","60.7","2017"
"California","Medicaid","SSD-AD","73.6","2017"
"New Hampshire","Medicaid","PQI08-AD","21.9","2017"
"New York","Medicaid","BCS-AD","67.7","2017"
"Pennsylvania","Medicaid","MPM-AD","87.0","2017"
"Colorado","Medicaid","AMM-AD","55.3","2017"
"Michigan","Medicaid","PQI08-AD","29.6","2017"
"Alabama","Medicaid","CHL-AD","67.5","2017"
"New Hampshire","Medicaid","PQI15-AD","7.4","2017"
"Louisiana","Medicaid","CHL-AD","68.2","2017"
"Florida","Medicaid","FUH-AD","56.1","2017"
"Pennsylvania","Medicaid","PQI05-AD","70.4","2017"
"Colorado","Medicaid","CHL-AD","54.4","2017"
"Mississippi","Medicaid","HA1C-AD","86.6","2017"
"Iowa","Medicaid","SAA-AD","33.5","2017"
"Mississippi","Medicaid","CCS-AD","58.8","2017"
"Florida","Medicaid","HA1C-AD","82.0","2017"
"California","Medicaid","FUH-AD","68.1","2017"
"New Mexico","Medicaid","HPC-AD","47.6","2017"
"New York","Medicaid","SSD-AD","79.0","2017"
"Florida","Medicaid","ABA-AD","87.2","2017"
"Georgia","Medicaid","BCS-AD","38.0","2017"
"North Carolina","Medicaid","SSD-AD","77.2","2017"
"Kansas","Medicaid","CBP-AD","52.1","2017"
"Alabama","Medicaid","SSD-AD","76.2","2017"
"Mississippi","Medicaid","SAA-AD","56.6","2017"
"New Hampshire","Medicaid","HA1C-AD","90.0","2017"
"Colorado","Medicaid","HA1C-AD","79.1","2017"
"Michigan","Medicaid","FUH-AD","65.5","2017"
"Connecticut","Medicaid","PQI08-AD","13.2","2017"
"New York","Medicaid","IET-AD","20.1","2017"
"California","Medicaid","HPC-AD","37.8","2017"
"California","Medicaid","CCS-AD","49.4","2017"
"Florida","Medicaid","AMM-AD","51.4","2017"
"Mississippi","Medicaid","FUH-AD","65.5","2017"
"North Carolina","Medicaid","PQI05-AD","105.5","2017"
"North Carolina","Medicaid","IET-AD","12.0","2017"
"New York","Medicaid","PQI01-AD","11.8","2017"
"California","Medicaid","CBP-AD","62.7","2017"
"Iowa","Medicaid","CCS-AD","55.2","2017"
"Florida","Medicaid","PPC-AD","63.5","2017"
"Maryland","Medicaid","CBP-AD","67.9","2017"
"Georgia","Medicaid","CCS-AD","49.3","2017"
"North Carolina","Medicaid","AMM-AD","36.1","2017"
"Mississippi","Medicaid","HPC-AD","56.9","2017"
"Alabama","Medicaid","PQI01-AD","39.2","2017"
"New Hampshire","Medicaid","SAA-AD","79.7","2017"
"Pennsylvania","Medicaid","SAA-AD","69.0","2017"
"Delaware","Medicaid","SSD-AD","73.6","2017"
"Delaware","Medicaid","CHL-AD","68.9","2017"
"New York","Medicaid","SAA-AD","62.5","2017"
"Florida","Medicaid","IET-AD","40.2","2017"
"Michigan","Medicaid","FUH-AD","45.3","2017"
"New Hampshire","Medicaid","CHL-AD","52.3","2017"
"Iowa","Medicaid","SSD-AD","78.8","2017"
"Mississippi","Medicaid","ABA-AD","81.9","2017"
"Connecticut","Medicaid","CHL-AD","70.8","2017"
"New York","Medicaid","AMM-AD","51.7","2017"
"New York","Medicaid","AMM-AD","37.2","2017"
"New Mexico","Medicaid","FUH-AD","41.1","2017"
"North Carolina","Medicaid","SAA-AD","62.2","2017"
"Alabama","Medicaid","PPC-AD","62.0","2017"
"New Hampshire","Medicaid","HPC-AD","35.7","2017"
"North Carolina","Medicaid","PPC-AD","66.5","2017"
"North Carolina","Medicaid","PQI08-AD","39.1","2017"
"Pennsylvania","Medicaid","FUH-AD","40.0","2017"
"Arizona","Medicaid","CHL-AD","51.9","2017"
"Colorado","Medicaid","AMM-AD","32.3","2017"
"Michigan","Medicaid","ABA-AD","51.8","2017"
"New Mexico","Medicaid","ABA-AD","78.6","2017"
"Iowa","Medicaid","CHL-AD","53.5","2017"
"Michigan","Medicaid","PQI01-AD","19.8","2017"
"New Hampshire","Medicaid","PPC-AD","74.4","2017"
"Alabama","Medicaid","FUH-AD","84.1","2017"
"Iowa","Medicaid","IET-AD","14.5","2017"
"New York","Medicaid","IET-AD","46.4","2017"
"Mississippi","Medicaid","AMM-AD","39.9","2017"
"California","Medicaid","HA1C-AD","84.9","2017"
"North Carolina","Medicaid","MPM-AD","90.3","2017"
"Hawaii","Medicaid","CHL-AD","56.0","2017"
"California","Medicaid","IET-AD","55.9","2017"
"Michigan","Medicaid","PQI15-AD","7.7","2017"
"New Mexico","Medicaid","MPM-AD","83.6","2017"
"Connecticut","Medicaid","PQI05-AD","58.6","2017"
"Maryland","Medicaid","ABA-AD","90.5","2017"
"North Carolina","Medicaid","AMM-AD","51.4","2017"
"California","Medicaid","BCS-AD","53.5","2017"
"Pennsylvania","Medicaid","HPC-AD","36.3","2017"
"Florida","Medicaid","SAA-AD","63.3","2017"
"Kansas","Medicaid","IET-AD","12.4","2017"
"Mississippi","Medicaid","CHL-AD","62.3","2017"
"California","Medicaid","AMM-AD","26.6","2017"
"Texas","Medicaid","HA1C-AD","85.5","2017"
"Washington","Medicaid","CBP-AD","55.9","2017"
"Pennsylvania","Medicaid","PQI08-AD","17.5","2017"
"Wisconsin","Medicaid","IET-AD","NR","2017"
"Pennsylvania","Medicaid","BCS-AD","59.4","2017"
"Tennessee","Medicaid","BCS-AD","54.9","2017"
"Washington","Medicaid","BCS-AD","53.5","2017"
"Wisconsin","Medicaid","CBP-AD","58.2","2017"
"Tennessee","Medicaid","SSD-AD","82.5","2017"
"Tennessee","Medicaid","PQI05-AD","93.3","2017"
"West Virginia","Medicaid","HA1C-AD","89.5","2017"
"Tennessee","Medicaid","IET-AD","10.3","2017"
"Tennessee","Medicaid","CCS-AD","59.2","2017"
"Texas","Medicaid","CCS-AD","54.6","2017"
"Texas","Medicaid","AMM-AD","34.0","2017"
"Washington","Medicaid","FUH-AD","79.3","2017"
"Washington","Medicaid","IET-AD","33.1","2017"
"Texas","Medicaid","PQI15-AD","5.6","2017"
"Pennsylvania","Medicaid","CCS-AD","60.8","2017"
"Texas","Medicaid","AMM-AD","49.1","2017"
"Texas","Medicaid","CBP-AD","44.2","2017"
"Washington","Medicaid","HA1C-AD","89.6","2017"
"West Virginia","Medicaid","CHL-AD","47.3","2017"
"Texas","Medicaid","IET-AD","36.3","2017"
"Tennessee","Medicaid","PQI08-AD","21.6","2017"
"Wisconsin","Medicaid","FUH-AD","71.6","2017"
"Washington","Medicaid","ABA-AD","90.2","2017"
"Texas","Medicaid","BCS-AD","51.1","2017"
"Wisconsin","Medicaid","HA1C-AD","91.5","2017"
"Washington","Medicaid","PQI05-AD","28.6","2017"
"Tennessee","Medicaid","AMM-AD","30.6","2017"
"Washington","Medicaid","IET-AD","14.5","2017"
"Texas","Medicaid","PQI08-AD","65.2","2017"
"Washington","Medicaid","AMM-AD","35.4","2017"
"Pennsylvania","Medicaid","PQI15-AD","8.2","2017"
"Wisconsin","Medicaid","AMM-AD","NR","2017"
"Tennessee","Medicaid","IET-AD","35.6","2017"
"Texas","Medicaid","FUH-AD","47.0","2017"
"West Virginia","Medicaid","CBP-AD","56.2","2017"
"Wisconsin","Medicaid","BCS-AD","67.3","2017"
"Tennessee","Medicaid","FUH-AD","71.3","2017"
"Texas","Medicaid","SAA-AD","55.2","2017"
"Texas","Medicaid","PQI01-AD","23.3","2017"
"Tennessee","Medicaid","PPC-AD","59.4","2017"
"Washington","Medicaid","CHL-AD","59.2","2017"
"Tennessee","Medicaid","HA1C-AD","82.5","2017"
"Wisconsin","Medicaid","HPC-AD","51.3","2017"
"Texas","Medicaid","ABA-AD","69.1","2017"
"Pennsylvania","Medicaid","CHL-AD","63.6","2017"
"Tennessee","Medicaid","SAA-AD","58.7","2017"
"Washington","Medicaid","PPC-AD","58.8","2017"
"Texas","Medicaid","IET-AD","6.6","2017"
"West Virginia","Medicaid","HPC-AD","39.9","2017"
"Washington","Medicaid","SSD-AD","85.0","2017"
"Washington","Medicaid","MPM-AD","86.7","2017"
"Pennsylvania","Medicaid","PPC-AD","68.1","2017"
"Wisconsin","Medicaid","AMM-AD","45.6","2017"
"West Virginia","Medicaid","PPC-AD","63.9","2017"
"Tennessee","Medicaid","HPC-AD","41.9","2017"
"Texas","Medicaid","FUH-AD","29.6","2017"
"Tennessee","Medicaid","CBP-AD","55.6","2017"
"Texas","Medicaid","MPM-AD","91.9","2017"
"Washington","Medicaid","AMM-AD","50.8","2017"
"Texas","Medicaid","PQI05-AD","142.2","2017"
"Wisconsin","Medicaid","PPC-AD","66.7","2017"
"Washington","Medicaid","CCS-AD","55.8","2017"
"Tennessee","Medicaid","FUH-AD","58.8","2017"
"Tennessee","Medicaid","AMM-AD","46.5","2017"
"Washington","Medicaid","PQI15-AD","4.2","2017"
"Tennessee","Medicaid","ABA-AD","87.0","2017"
"Wisconsin","Medicaid","IET-AD","14.3","2017"
"Washington","Medicaid","PQI01-AD","14.1","2017"
"Texas","Medicaid","PPC-AD","66.6","2017"
"Washington","Medicaid","PQI08-AD","15.9","2017"
"Tennessee","Medicaid","CHL-AD","57.4","2017"
"Wisconsin","Medicaid","FUH-AD","NR","2017"
"Tennessee","Medicaid","PQI01-AD","14.1","2017"
"Pennsylvania","Medicaid","ABA-AD","90.7","2017"
"Washington","Medicaid","SAA-AD","61.8","2017"
"Washington","Medicaid","HPC-AD","38.9","2017"
"Washington","Medicaid","FUH-AD","71.5","2017"
"Tennessee","Medicaid","MPM-AD","90.2","2017"
"Texas","Medicaid","CHL-AD","64.0","2017"
"Texas","Medicaid","SSD-AD","80.3","2017"
"Alabama","Medicaid","SAA-AD","53.9","2018"
"Alabama","Medicaid","AMM-AD","45.4","2018"
"Alabama","Medicaid","AMM-AD","31.0","2018"
"Alabama","Medicaid","SSD-AD","77.1","2018"
"Alabama","Medicaid","FUA/FUM-AD","27.6","2018"
"Alabama","Medicaid","FUA/FUM-AD","40.3","2018"
"Alabama","Medicaid","FUA/FUM-AD","9.7","2018"
"Alabama","Medicaid","FUA/FUM-AD","11.4","2018"
"Alabama","Medicaid","FUH-AD","38.5","2018"
"Alabama","Medicaid","FUH-AD","55.3","2018"
"Alabama","Medicaid","IET-AD","39.9","2018"
"Alabama","Medicaid","IET-AD","3.8","2018"
"Alabama","Medicaid","IET-AD","36.3","2018"
"Alabama","Medicaid","IET-AD","4.4","2018"
"Alabama","Medicaid","IET-AD","40.9","2018"
"Alabama","Medicaid","IET-AD","3.9","2018"
"Alabama","Medicaid","IET-AD","38.8","2018"
"Alabama","Medicaid","IET-AD","4.4","2018"
"Alabama","Medicaid","MPM-AD","87.2","2018"
"Alabama","Medicaid","AMR-AD","61.4","2018"
"Alabama","Medicaid","AMR-AD","59.2","2018"
"Alabama","Medicaid","AMR-AD","60.8","2018"
"Alabama","Medicaid","HA1C-AD","74.9","2018"
"Alabama","Medicaid","PQI01-AD","39.4","2018"
"Alabama","Medicaid","PQI05-AD","239.8","2018"
"Alabama","Medicaid","PQI08-AD","66.1","2018"
"Alabama","Medicaid","PQI15-AD","12.1","2018"
"Alabama","Medicaid","CCP-AD","5.7","2018"
"Alabama","Medicaid","CCP-AD","38.5","2018"
"Alabama","Medicaid","CCP-AD","0.8","2018"
"Alabama","Medicaid","CCP-AD","9.4","2018"
"Alabama","Medicaid","ABA-AD","46.6","2018"
"Alabama","Medicaid","BCS-AD","42.1","2018"
"Alabama","Medicaid","CCS-AD","40.2","2018"
"Alabama","Medicaid","CHL-AD","9.7","2018"
"Arizona","Medicaid","FUA/FUM-AD","41.2","2018"
"Arizona","Medicaid","FUA/FUM-AD","51.5","2018"
"Arizona","Medicaid","FUA/FUM-AD","24.3","2018"
"Arizona","Medicaid","FUA/FUM-AD","31.5","2018"
"Arizona","Medicaid","FUH-AD","41.4","2018"
"Arizona","Medicaid","FUH-AD","61.7","2018"
