"state","population","measure_name","measure_abbreviation","state_rate","ffy","reporting_date","postcovid"
"Massachusetts","Medicaid","Chlamydia Screening in Women","CHL-AD","72.2",2015,2016-06-01,0
"Michigan","Medicaid","Cervical Cancer Screening","CCS-AD","70.2",2015,2016-06-01,0
"Texas","Medicaid","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment","IET-AD","34.9",2015,2016-06-01,0
"Ohio","Medicaid","Chlamydia Screening in Women","CHL-AD","56",2015,2016-06-01,0
"Delaware","Medicaid","Chlamydia Screening in Women","CHL-AD","63",2015,2016-06-01,0
"Mississippi","Medicaid","Annual Monitoring for Patients on Persistent Medications","MPM-AD","85.7",2015,2016-06-01,0
"California","Medicaid","Breast Cancer Screening","BCS-AD","50.5",2015,2016-06-01,0
"Tennessee","Medicaid","Adherence to Antipsychotics for Individuals with Schizophrenia","SAA-AD","59.7",2015,2016-06-01,0
"Pennsylvania","Medicaid","Antidepressant Medication Management","AMM-AD","37.2",2015,2016-06-01,0
"Massachusetts","Medicaid","Follow-Up After Hospitalization for Mental Illness","FUH-AD","67.4",2015,2016-06-01,0
"Texas","Medicaid","Annual Monitoring for Patients on Persistent Medications","MPM-AD","92.1",2015,2016-06-01,0
"Tennessee","Medicaid","Chlamydia Screening in Women","CHL-AD","55.9",2015,2016-06-01,0
"New Mexico","Medicaid","Adherence to Antipsychotics for Individuals with Schizophrenia","SAA-AD","54.8",2015,2016-06-01,0
"Iowa","Medicaid","Follow-Up After Hospitalization for Mental Illness","FUH-AD","31.2",2015,2016-06-01,0
"New York","Medicaid","Breast Cancer Screening","BCS-AD","68.9",2015,2016-06-01,0
"Arkansas","Medicaid","Antidepressant Medication Management","AMM-AD","17.3",2015,2016-06-01,0
"North Carolina","Medicaid","Annual Monitoring for Patients on Persistent Medications","MPM-AD","88.3",2015,2016-06-01,0
"New York","Medicaid","Adherence to Antipsychotics for Individuals with Schizophrenia","SAA-AD","61.5",2015,2016-06-01,0
"Pennsylvania","Medicaid","Adult Body Mass Index Assessment","ABA-AD","83",2015,2016-06-01,0
"Tennessee","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Testing","HA1C-AD","81.9",2015,2016-06-01,0
"South Carolina","Medicaid","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment","IET-AD","32.2",2015,2016-06-01,0
"Arkansas","Medicaid","Chlamydia Screening in Women","CHL-AD","52.9",2015,2016-06-01,0
"California","Medicaid","Adherence to Antipsychotics for Individuals with Schizophrenia","SAA-AD","71.5",2015,2016-06-01,0
"Pennsylvania","Medicaid","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment","IET-AD","20.1",2015,2016-06-01,0
"New York","Medicaid","Cervical Cancer Screening","CCS-AD","66.6",2015,2016-06-01,0
"Mississippi","Medicaid","Follow-Up After Hospitalization for Mental Illness","FUH-AD","57.1",2015,2016-06-01,0
"California","Medicaid","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment","IET-AD","36.2",2015,2016-06-01,0
"New Mexico","Medicaid","Follow-Up After Hospitalization for Mental Illness","FUH-AD","50.9",2015,2016-06-01,0
"Alabama","Medicaid","Follow-Up After Hospitalization for Mental Illness","FUH-AD","10.8",2015,2016-06-01,0
"North Carolina","Medicaid","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment","IET-AD","8.6",2015,2016-06-01,0
"Michigan","Medicaid","Antidepressant Medication Management","AMM-AD","34.2",2015,2016-06-01,0
"New York","Medicaid","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment","IET-AD","49.1",2015,2016-06-01,0
"South Carolina","Medicaid","Chlamydia Screening in Women","CHL-AD","54.3",2015,2016-06-01,0
"Pennsylvania","Medicaid","Antidepressant Medication Management","AMM-AD","51.9",2015,2016-06-01,0
"Massachusetts","Medicaid","Antidepressant Medication Management","AMM-AD","32.6",2015,2016-06-01,0
"Nevada","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Testing","HA1C-AD","83",2015,2016-06-01,0
"North Carolina","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Testing","HA1C-AD","77.6",2015,2016-06-01,0
"California","Medicaid","Cervical Cancer Screening","CCS-AD","49.3",2015,2016-06-01,0
"Massachusetts","Medicaid","Postpartum Care Rate","PPC-AD","69.3",2015,2016-06-01,0
"Texas","Medicaid","Antidepressant Medication Management","AMM-AD","30.4",2015,2016-06-01,0
"South Carolina","Medicaid","Postpartum Care Rate","PPC-AD","54.7",2015,2016-06-01,0
"Mississippi","Medicaid","Breast Cancer Screening","BCS-AD","46.4",2015,2016-06-01,0
"Iowa","Medicaid","Cervical Cancer Screening","CCS-AD","65.2",2015,2016-06-01,0
"Pennsylvania","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Testing","HA1C-AD","85.5",2015,2016-06-01,0
"Tennessee","Medicaid","Follow-Up After Hospitalization for Mental Illness","FUH-AD","75.9",2015,2016-06-01,0
"Texas","Medicaid","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment","IET-AD","4.9",2015,2016-06-01,0
"Pennsylvania","Medicaid","Breast Cancer Screening","BCS-AD","63.3",2015,2016-06-01,0
"Alabama","Medicaid","Breast Cancer Screening","BCS-AD","48.8",2015,2016-06-01,0
"Michigan","Medicaid","Annual Monitoring for Patients on Persistent Medications","MPM-AD","82.7",2015,2016-06-01,0
"New Mexico","Medicaid","Breast Cancer Screening","BCS-AD","53.5",2015,2016-06-01,0
"Louisiana","Medicaid","Breast Cancer Screening","BCS-AD","51.1",2015,2016-06-01,0
"California","Medicaid","Postpartum Care Rate","PPC-AD","55.5",2015,2016-06-01,0
"North Carolina","Medicaid","Chlamydia Screening in Women","CHL-AD","64.5",2015,2016-06-01,0
"Massachusetts","Medicaid","Annual Monitoring for Patients on Persistent Medications","MPM-AD","86",2015,2016-06-01,0
"Texas","Medicaid","Breast Cancer Screening","BCS-AD","52.6",2015,2016-06-01,0
"New Mexico","Medicaid","Chlamydia Screening in Women","CHL-AD","50.1",2015,2016-06-01,0
"Michigan","Medicaid","Breast Cancer Screening","BCS-AD","59.9",2015,2016-06-01,0
"Mississippi","Medicaid","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment","IET-AD","32.7",2015,2016-06-01,0
"Alabama","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Testing","HA1C-AD","73.7",2015,2016-06-01,0
"New York","Medicaid","Antidepressant Medication Management","AMM-AD","51",2015,2016-06-01,0
"South Carolina","Medicaid","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment","IET-AD","6.3",2015,2016-06-01,0
"Pennsylvania","Medicaid","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment","IET-AD","29.8",2015,2016-06-01,0
"Minnesota","Medicaid","Postpartum Care Rate","PPC-AD","40.9",2015,2016-06-01,0
"Massachusetts","Medicaid","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment","IET-AD","18.9",2015,2016-06-01,0
"New York","Medicaid","Chlamydia Screening in Women","CHL-AD","67.9",2015,2016-06-01,0
"Tennessee","Medicaid","Cervical Cancer Screening","CCS-AD","64.8",2015,2016-06-01,0
"New Mexico","Medicaid","Follow-Up After Hospitalization for Mental Illness","FUH-AD","36.9",2015,2016-06-01,0
"California","Medicaid","Chlamydia Screening in Women","CHL-AD","56",2015,2016-06-01,0
"South Carolina","Medicaid","Cervical Cancer Screening","CCS-AD","43.3",2015,2016-06-01,0
"Mississippi","Medicaid","Adult Body Mass Index Assessment","ABA-AD","61",2015,2016-06-01,0
"Arkansas","Medicaid","Cervical Cancer Screening","CCS-AD","37.1",2015,2016-06-01,0
"Alabama","Medicaid","Follow-Up After Hospitalization for Mental Illness","FUH-AD","17.4",2015,2016-06-01,0
"California","Medicaid","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment","IET-AD","20.1",2015,2016-06-01,0
"Tennessee","Medicaid","Follow-Up After Hospitalization for Mental Illness","FUH-AD","61.9",2015,2016-06-01,0
"Texas","Medicaid","Postpartum Care Rate","PPC-AD","62.6",2015,2016-06-01,0
"New York","Medicaid","Follow-Up After Hospitalization for Mental Illness","FUH-AD","55.3",2015,2016-06-01,0
"Tennessee","Medicaid","Adult Body Mass Index Assessment","ABA-AD","82.8",2015,2016-06-01,0
"Michigan","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Testing","HA1C-AD","80.7",2015,2016-06-01,0
"Iowa","Medicaid","Chlamydia Screening in Women","CHL-AD","56",2015,2016-06-01,0
"California","Medicaid","Antidepressant Medication Management","AMM-AD","55.5",2015,2016-06-01,0
"New Mexico","Medicaid","Annual Monitoring for Patients on Persistent Medications","MPM-AD","72.8",2015,2016-06-01,0
"South Carolina","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Testing","HA1C-AD","51.9",2015,2016-06-01,0
"Massachusetts","Medicaid","Adult Body Mass Index Assessment","ABA-AD","90.6",2015,2016-06-01,0
"Texas","Medicaid","Antidepressant Medication Management","AMM-AD","44.1",2015,2016-06-01,0
"New Mexico","Medicaid","Cervical Cancer Screening","CCS-AD","41.3",2015,2016-06-01,0
"Iowa","Medicaid","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment","IET-AD","16.4",2015,2016-06-01,0
"Washington","Medicaid","Antidepressant Medication Management","AMM-AD","51.7",2015,2016-06-01,0
"Washington","Medicaid","Cervical Cancer Screening","CCS-AD","50.4",2015,2016-06-01,0
"West Virginia","Medicaid","Adult Body Mass Index Assessment","ABA-AD","78.8",2015,2016-06-01,0
"Washington","Medicaid","Annual Monitoring for Patients on Persistent Medications","MPM-AD","84.9",2015,2016-06-01,0
"Washington","Medicaid","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment","IET-AD","6.9",2015,2016-06-01,0
"Washington","Medicaid","Chlamydia Screening in Women","CHL-AD","56.6",2015,2016-06-01,0
"Washington","Medicaid","Antidepressant Medication Management","AMM-AD","37",2015,2016-06-01,0
"West Virginia","Medicaid","Postpartum Care Rate","PPC-AD","59.1",2015,2016-06-01,0
"Washington","Medicaid","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment","IET-AD","29.8",2015,2016-06-01,0
"West Virginia","Medicaid","Cervical Cancer Screening","CCS-AD","56",2015,2016-06-01,0
"Washington","Medicaid","Adult Body Mass Index Assessment","ABA-AD","82.2",2015,2016-06-01,0
"Washington","Medicaid","Follow-Up After Hospitalization for Mental Illness","FUH-AD","63.5",2015,2016-06-01,0
"West Virginia","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Testing","HA1C-AD","79.2",2015,2016-06-01,0
"Washington","Medicaid","Postpartum Care Rate","PPC-AD","51.6",2015,2016-06-01,0
"West Virginia","Medicaid","Chlamydia Screening in Women","CHL-AD","46.4",2015,2016-06-01,0
"Washington","Medicaid","Follow-Up After Hospitalization for Mental Illness","FUH-AD","77.7",2015,2016-06-01,0
"Washington","Medicaid","Breast Cancer Screening","BCS-AD","54.4",2015,2016-06-01,0
"Washington","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Testing","HA1C-AD","90.4",2015,2016-06-01,0
"Washington","Medicaid","Adherence to Antipsychotics for Individuals with Schizophrenia","SAA-AD","71.6",2015,2016-06-01,0
"Iowa","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","52.9",2016,2017-06-01,0
"Alabama","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","11",2016,2017-06-01,0
"North Carolina","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","15.2",2016,2017-06-01,0
"Arkansas","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","18.1",2016,2017-06-01,0
"South Carolina","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","12.2",2016,2017-06-01,0
"New York","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","37.8",2016,2017-06-01,0
"Iowa","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","8.6",2016,2017-06-01,0
"Iowa","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","39.6",2016,2017-06-01,0
"Michigan","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","55.5",2016,2017-06-01,0
"Mississippi","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","71",2016,2017-06-01,0
"New Hampshire","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","83.4",2016,2017-06-01,0
"West Virginia","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","89.2",2016,2017-06-01,0
"California","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","52.7",2016,2017-06-01,0
"New Hampshire","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","59.2",2016,2017-06-01,0
"Kentucky","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","43.7",2016,2017-06-01,0
"Hawaii","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","76.4",2016,2017-06-01,0
"Massachusetts","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","32.5",2016,2017-06-01,0
"Pennsylvania","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","86.1",2016,2017-06-01,0
"Michigan","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","39.3",2016,2017-06-01,0
"Kentucky","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","58.6",2016,2017-06-01,0
"Alabama","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","46",2016,2017-06-01,0
"Mississippi","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","45.4",2016,2017-06-01,0
"Texas","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","79.9",2016,2017-06-01,0
"Georgia","Medicaid","Cervical Cancer Screening: Ages 21-64","CCS-AD","48.1",2016,2017-06-01,0
"California","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","35.6",2016,2017-06-01,0
"New Hampshire","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","43.6",2016,2017-06-01,0
"Massachusetts","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","47.1",2016,2017-06-01,0
"New York","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","52.1",2016,2017-06-01,0
"Alabama","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","31.1",2016,2017-06-01,0
"North Carolina","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","38",2016,2017-06-01,0
"Massachusetts","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","86.1",2016,2017-06-01,0
"Mississippi","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","31.2",2016,2017-06-01,0
"New Mexico","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","75.9",2016,2017-06-01,0
"New Mexico","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","53.1",2016,2017-06-01,0
"Tennessee","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","82.5",2016,2017-06-01,0
"Kentucky","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","84.6",2016,2017-06-01,0
"Maryland","Medicaid","Adult Body Mass Index Assessment: Ages 18-74","ABA-AD","87.4",2016,2017-06-01,0
"North Carolina","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","51.5",2016,2017-06-01,0
"Pennsylvania","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","37.4",2016,2017-06-01,0
"Pennsylvania","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","52.4",2016,2017-06-01,0
"Arkansas","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","34.2",2016,2017-06-01,0
"New Mexico","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","37.8",2016,2017-06-01,0
"Arkansas","Medicaid","Chlamydia Screening in Women: Ages 21-24","CHL-AD","49.8",2016,2017-06-01,0
"Michigan","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","39.3",2016,2017-06-01,0
"New Mexico","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","51.2",2016,2017-06-01,0
"North Carolina","Medicaid","Cervical Cancer Screening: Ages 21-64","CCS-AD","42.4",2016,2017-06-01,0
"North Carolina","Medicaid","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older","MPM-AD","91.3",2016,2017-06-01,0
"Michigan","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64","SSD-AD","82.6",2016,2017-06-01,0
"South Carolina","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","43.2",2016,2017-06-01,0
"Iowa","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","35",2016,2017-06-01,0
"Texas","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","29.8",2016,2017-06-01,0
"North Carolina","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75","HA1C-AD","62.7",2016,2017-06-01,0
"West Virginia","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","58.5",2016,2017-06-01,0
"North Carolina","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64","SSD-AD","83.6",2016,2017-06-01,0
"Arkansas","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older","FUH-AD","34.8",2016,2017-06-01,0
"New Hampshire","Medicaid","PQI 08: Heart Failure Admission Rate: Age 18 and Older","PQI08-AD","14.8",2016,2017-06-01,0
"New York","Medicaid","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older","IET-AD","46.3",2016,2017-06-01,0
"New Mexico","Medicaid","Breast Cancer Screening: Ages 50-74","BCS-AD","50.7",2016,2017-06-01,0
"Kentucky","Medicaid","Chlamydia Screening in Women: Ages 21-24","CHL-AD","56.5",2016,2017-06-01,0
"Alabama","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","46.1",2016,2017-06-01,0
"Michigan","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","52.6",2016,2017-06-01,0
"North Carolina","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older","FUH-AD","46.2",2016,2017-06-01,0
"California","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64","SSD-AD","66.4",2016,2017-06-01,0
"Connecticut","Medicaid","Breast Cancer Screening: Ages 50-74","BCS-AD","62.9",2016,2017-06-01,0
"Mississippi","Medicaid","Cervical Cancer Screening: Ages 21-64","CCS-AD","59.6",2016,2017-06-01,0
"Massachusetts","Medicaid","Annual Monitoring for Patients on Persistent Medications: Age 18 and Older","MPM-AD","85.7",2016,2017-06-01,0
"Alabama","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older","FUH-AD","84.7",2016,2017-06-01,0
"New York","Medicaid","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older","IET-AD","19.2",2016,2017-06-01,0
"Pennsylvania","Medicaid","Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64","SAA-AD","70.5",2016,2017-06-01,0
